1636445791.8610604,0.0696256160736084,2,2,2,0,0,0
1636445791.930345,0.0692594051361084,2,2,2,0,0,0
1636445791.9995544,0.06923127174377441,2,2,2,0,0,0
1636445792.0744233,0.07488465309143066,2,2,2,0,0,0
1636445792.143396,0.06897616386413574,2,2,2,0,0,0
1636445792.2125697,0.06916928291320801,2,2,2,0,0,0
1636445792.2818804,0.06930804252624512,2,2,2,0,0,0
1636445792.3512442,0.06939220428466797,2,2,2,0,0,0
1636445792.4205532,0.06927871704101562,2,2,2,0,0,0
1636445792.4896865,0.06914043426513672,2,2,2,0,0,0
1636445792.5587573,0.06907200813293457,2,2,2,0,0,0
1636445792.6279645,0.06905269622802734,2,2,2,0,0,0
1636445792.6974347,0.06946825981140137,2,2,2,0,0,0
1636445792.7667878,0.0693511962890625,2,2,2,0,0,0
1636445792.8363118,0.06954050064086914,2,2,2,0,0,0
1636445792.9057848,0.06957387924194336,2,2,2,0,0,0
1636445792.9747448,0.06897759437561035,2,2,2,0,0,0
1636445793.0437727,0.06902956962585449,2,2,2,0,0,0
1636445793.1129065,0.0691382884979248,2,2,2,0,0,0
1636445793.1819046,0.0689845085144043,2,2,2,0,0,0
1636445793.2509794,0.0691070556640625,2,2,2,0,0,0
1636445793.3199558,0.06897521018981934,2,2,2,0,0,0
1636445793.388832,0.06887507438659668,2,2,2,0,0,0
1636445793.4578543,0.06887936592102051,2,2,2,0,0,0
1636445793.5271168,0.06926774978637695,2,2,2,0,0,0
1636445793.598419,0.07137823104858398,2,2,2,0,0,0
1636445793.667983,0.06959128379821777,2,2,2,0,0,0
1636445793.737218,0.06925511360168457,2,1.271,2,0,0,0
1636445793.8063226,0.06910109519958496,2,1.262,2,0,0,0
1636445793.875484,0.0691671371459961,2,1.221,2,0,0,0
1636445793.944502,0.06900191307067871,2,1.198,2,0,0,0
1636445794.013529,0.06903600692749023,2,1.176,2,0,0,0
1636445794.0825722,0.06903791427612305,2,1.204,2,0,0,0
1636445794.1515303,0.06898236274719238,2,1.185,2,0,0,0
1636445794.220581,0.06903719902038574,2,1.177,2,0,0,0
1636445794.289549,0.06896734237670898,2,1.148,2,0,0,0
1636445794.3605618,0.07101130485534668,1.261,1.132,2,0,0,0
1636445794.429481,0.06892609596252441,2,1.111,2,0,0,0
1636445794.4983952,0.06889796257019043,1.244,1.103,2,0,0,0
1636445794.5673163,0.06893610954284668,1.261,1.072,2,0,0,0
1636445794.636491,0.06917691230773926,1.236,1.081,1.266,0,0,0
1636445794.7055628,0.06906461715698242,1.229,1.056,1.26,0,0,0
1636445794.774974,0.06926274299621582,1.201,1.045,1.236,0,0,0
1636445794.8449554,0.06998801231384277,1.185,1.031,1.216,0,0,0
1636445794.9146593,0.0697021484375,1.176,1.01,1.204,0,0,0
1636445794.9845748,0.0699763298034668,1.123,0.999,1.2,0,0,0
1636445795.0543213,0.06982874870300293,1.12,0.968,1.168,0,0,0
1636445795.1256747,0.0713496208190918,1.089,0.962,1.113,0,0,0
1636445795.19479,0.06911373138427734,1.072,0.932,1.112,0,0,0
1636445795.2638264,0.06902861595153809,1.051,0.917,1.095,0,0,0
